hour,day_of_week,month,zone,weather,is_holiday,temperature_c,demand
22,4,5,Zone_D,clear,0,31.8,72.8
1,1,7,Zone_B,clear,0,25.1,119.3
7,1,1,Zone_A,rain,0,17.4,181.1
8,0,7,Zone_D,clear,0,20.0,176.4
2,2,1,Zone_A,rain,0,13.5,142.0
1,5,4,Zone_C,clear,0,17.3,110.5
6,4,3,Zone_A,clear,0,20.9,191.9
4,4,2,Zone_C,rain,0,16.4,173.0
20,5,8,Zone_A,clear,0,13.8,15.1
4,4,1,Zone_C,snow,0,39.8,139.4
19,1,5,Zone_A,fog,0,22.6,0.0
12,6,1,Zone_A,clear,0,37.9,68.3
20,3,7,Zone_B,clear,0,17.9,22.2
19,6,11,Zone_A,rain,0,20.0,0.0
5,0,3,Zone_D,clear,0,16.2,167.2
19,5,6,Zone_A,rain,1,8.3,0.0
17,1,12,Zone_C,clear,0,25.3,33.0
1,2,7,Zone_C,clear,0,31.4,148.8
5,2,12,Zone_C,fog,0,9.1,151.8
8,1,10,Zone_C,clear,0,33.5,170.3
2,0,11,Zone_B,clear,0,30.9,158.9
0,5,1,Zone_B,clear,0,19.2,88.9
0,4,11,Zone_C,clear,0,23.6,108.7
18,4,10,Zone_D,clear,0,36.8,19.7
4,3,7,Zone_C,clear,0,31.2,170.8
12,5,12,Zone_A,clear,0,20.0,87.5
18,1,12,Zone_C,clear,0,14.0,27.5
11,3,11,Zone_A,clear,0,21.7,128.7
15,2,12,Zone_D,clear,1,7.4,36.5
18,6,8,Zone_A,clear,0,13.7,7.0
2,6,1,Zone_D,rain,0,11.4,124.9
11,4,10,Zone_A,snow,0,24.6,100.0
4,6,3,Zone_A,clear,0,22.1,142.2
1,5,8,Zone_B,clear,0,2.2,97.8
21,4,6,Zone_D,rain,1,21.3,23.0
6,6,2,Zone_A,clear,0,21.6,158.2
12,3,2,Zone_C,clear,0,26.7,95.7
14,1,6,Zone_D,clear,0,21.2,61.9
21,3,7,Zone_B,snow,0,18.0,0.0
2,5,3,Zone_C,fog,0,33.9,113.7
20,2,7,Zone_B,snow,0,32.9,15.7
19,5,8,Zone_B,clear,0,17.4,19.2
4,1,4,Zone_D,rain,0,36.7,156.7
23,5,2,Zone_B,rain,1,28.0,2.8
7,2,5,Zone_A,clear,0,7.1,184.3
21,1,12,Zone_B,clear,0,27.7,38.5
0,3,5,Zone_C,clear,0,14.2,104.4
7,0,10,Zone_C,fog,0,22.1,144.7
23,3,9,Zone_D,clear,0,12.8,76.4
17,1,1,Zone_A,clear,0,10.7,38.4
19,5,2,Zone_C,clear,0,15.9,3.1
15,2,5,Zone_D,rain,0,23.5,33.3
17,3,10,Zone_B,clear,1,25.7,6.9
19,1,7,Zone_D,clear,0,37.0,46.5
11,2,4,Zone_A,snow,0,37.0,104.3
12,6,8,Zone_C,clear,0,26.6,85.4
12,2,7,Zone_B,clear,0,17.1,102.7
9,2,4,Zone_D,clear,0,33.1,149.6
6,5,1,Zone_A,clear,0,25.4,168.1
13,1,10,Zone_C,snow,0,22.1,42.1
23,2,11,Zone_A,clear,0,11.0,90.5
15,2,6,Zone_D,clear,0,19.1,44.8
14,3,1,Zone_C,rain,0,34.6,46.5
11,2,7,Zone_B,clear,0,19.3,143.0
8,6,3,Zone_B,clear,0,29.7,153.6
7,5,7,Zone_D,clear,0,7.2,158.3
17,0,6,Zone_B,rain,0,29.1,18.0
22,1,10,Zone_D,clear,0,17.6,64.2
17,2,5,Zone_D,snow,0,15.7,0.0
12,6,12,Zone_A,snow,0,23.4,35.6
17,6,7,Zone_D,snow,0,17.6,0.0
14,2,5,Zone_B,clear,0,9.8,62.2
3,4,10,Zone_A,clear,0,13.0,159.4
16,3,2,Zone_B,clear,0,18.7,25.4
4,2,9,Zone_B,clear,0,13.0,181.0
21,3,1,Zone_B,clear,0,32.5,40.7
15,3,10,Zone_C,clear,0,35.3,65.7
8,0,6,Zone_C,clear,0,22.5,185.2
9,1,10,Zone_B,rain,0,24.7,143.7
23,0,10,Zone_C,clear,0,21.3,79.9
17,1,8,Zone_A,rain,0,13.4,14.3
16,4,9,Zone_B,clear,0,32.3,53.8
17,6,7,Zone_D,clear,0,23.5,0.5
6,0,6,Zone_B,rain,0,18.3,182.2
3,3,1,Zone_A,clear,0,22.7,141.6
4,2,10,Zone_D,clear,0,22.5,192.3
22,4,3,Zone_A,rain,0,29.2,64.9
15,1,11,Zone_C,clear,0,21.9,34.5
2,0,9,Zone_A,clear,0,22.0,159.8
17,4,9,Zone_A,clear,0,20.0,32.7
22,5,3,Zone_B,rain,0,12.0,25.7
20,0,8,Zone_B,clear,0,6.2,30.2
13,3,3,Zone_A,rain,0,37.0,76.2
14,5,12,Zone_D,clear,0,24.8,50.4
16,0,6,Zone_C,clear,0,19.5,42.8
0,1,3,Zone_A,clear,0,32.5,108.3
20,5,11,Zone_D,fog,0,27.5,0.0
16,6,6,Zone_C,clear,0,18.9,28.5
22,5,4,Zone_A,clear,0,25.4,29.2
10,1,11,Zone_C,rain,0,32.7,139.8
16,2,11,Zone_A,clear,0,14.4,35.4
13,2,6,Zone_C,snow,0,24.7,45.7
19,1,9,Zone_D,clear,0,12.7,56.1
18,6,3,Zone_B,snow,0,19.7,0.0
20,1,6,Zone_C,clear,0,29.0,28.8
6,1,3,Zone_A,snow,0,20.9,151.1
23,4,11,Zone_C,clear,0,13.7,104.5
12,5,10,Zone_D,snow,0,23.9,40.0
17,6,10,Zone_A,clear,0,34.2,0.0
22,0,5,Zone_D,clear,1,13.6,14.4
13,4,6,Zone_C,rain,0,23.4,73.1
0,6,9,Zone_C,fog,0,29.0,50.6
6,3,5,Zone_B,snow,0,20.8,168.8
7,2,4,Zone_A,rain,0,23.8,169.4
17,0,11,Zone_B,clear,0,34.7,44.2
8,2,3,Zone_C,fog,0,17.0,158.4
0,6,7,Zone_B,rain,0,12.7,59.4
21,3,12,Zone_B,rain,0,33.9,38.2
16,1,11,Zone_D,clear,0,25.3,21.5
18,2,7,Zone_D,clear,0,22.5,14.4
5,1,10,Zone_B,clear,0,18.2,185.4
2,2,3,Zone_A,clear,0,27.7,136.9
23,6,2,Zone_B,clear,0,11.3,72.1
4,3,1,Zone_D,rain,0,16.3,141.9
1,2,10,Zone_C,rain,0,32.5,120.9
19,3,6,Zone_C,snow,0,30.0,13.6
3,6,11,Zone_C,snow,0,15.2,119.5
9,0,11,Zone_D,snow,0,22.9,113.6
9,4,5,Zone_D,clear,0,26.9,173.1
23,3,7,Zone_C,fog,0,25.4,79.6
20,2,3,Zone_C,fog,0,5.3,13.4
10,0,4,Zone_A,clear,0,15.3,159.7
15,6,11,Zone_B,clear,0,25.8,21.7
16,3,11,Zone_D,fog,0,12.1,22.2
15,2,1,Zone_D,clear,0,23.4,48.1
6,5,3,Zone_A,clear,0,33.8,169.8
15,3,11,Zone_C,fog,0,19.7,39.7
2,3,12,Zone_A,fog,0,36.0,140.6
15,1,2,Zone_B,clear,0,32.8,63.9
7,2,6,Zone_B,clear,0,28.8,186.3
11,4,7,Zone_C,fog,0,22.8,102.3
2,3,2,Zone_C,clear,0,28.0,135.2
16,0,7,Zone_C,rain,0,36.6,30.7
20,2,3,Zone_B,clear,0,22.5,38.8
17,4,6,Zone_C,snow,0,23.9,5.8
10,2,8,Zone_B,rain,0,10.9,161.2
3,5,2,Zone_B,snow,0,20.2,99.4
15,4,9,Zone_C,rain,1,22.4,0.0
16,4,8,Zone_D,clear,0,25.9,35.3
8,3,1,Zone_B,snow,0,23.7,143.7
5,1,10,Zone_B,clear,1,14.3,146.3
23,2,1,Zone_A,clear,0,21.9,106.4
19,0,11,Zone_C,fog,0,14.9,10.4
1,5,10,Zone_A,rain,0,17.9,82.6
8,0,4,Zone_C,clear,0,15.6,173.7
20,1,8,Zone_C,clear,0,22.1,61.6
5,0,8,Zone_A,clear,0,15.8,180.8
2,2,7,Zone_D,rain,1,30.7,102.1
19,0,7,Zone_C,fog,0,10.8,14.6
5,5,11,Zone_B,snow,0,20.2,103.9
6,2,11,Zone_A,rain,0,18.2,187.3
0,4,3,Zone_B,fog,0,17.4,89.5
22,3,2,Zone_C,clear,0,10.8,84.5
0,1,4,Zone_A,clear,1,26.4,86.7
4,1,12,Zone_A,clear,0,24.5,174.8
5,6,4,Zone_C,clear,0,14.1,168.5
12,0,7,Zone_D,clear,0,32.5,118.4
1,2,10,Zone_C,clear,0,21.9,151.9
14,5,1,Zone_B,clear,0,35.1,46.6
14,3,11,Zone_A,clear,0,14.6,69.6
12,5,3,Zone_A,snow,0,26.5,64.7
13,0,9,Zone_C,clear,0,12.1,84.9
21,5,2,Zone_B,clear,1,32.8,1.3
6,3,4,Zone_B,clear,0,14.0,189.2
13,2,2,Zone_B,clear,0,10.3,74.6
23,5,7,Zone_D,rain,0,17.4,35.8
9,0,1,Zone_B,clear,0,16.3,150.3
16,0,5,Zone_B,fog,0,22.1,0.0
13,5,9,Zone_C,clear,0,26.4,60.5
7,6,9,Zone_B,rain,0,15.2,136.0
3,3,4,Zone_C,rain,0,27.4,167.9
15,0,3,Zone_C,clear,0,26.1,54.9
23,5,4,Zone_B,clear,0,10.8,51.5
12,3,11,Zone_C,clear,0,25.0,113.7
21,5,4,Zone_A,clear,0,21.5,13.5
19,5,10,Zone_B,fog,0,8.1,0.0
17,2,11,Zone_D,clear,0,1.1,42.8
13,3,12,Zone_C,clear,0,34.6,106.3
17,2,7,Zone_D,clear,0,22.5,31.6
4,2,1,Zone_A,rain,1,21.9,137.7
8,4,8,Zone_D,fog,1,23.6,127.1
2,3,12,Zone_A,clear,0,15.6,153.5
7,1,6,Zone_C,snow,1,26.7,133.7
19,6,2,Zone_B,rain,0,16.0,4.1
21,4,7,Zone_A,clear,0,22.3,36.4
9,4,9,Zone_B,rain,1,31.3,99.3
21,3,7,Zone_A,snow,0,30.8,11.5
18,4,3,Zone_A,clear,0,19.3,25.4
20,4,1,Zone_D,rain,0,9.4,27.7
2,6,12,Zone_A,clear,0,10.0,120.3
10,0,10,Zone_D,fog,0,16.5,133.4
10,6,4,Zone_C,clear,0,17.4,124.1
16,6,8,Zone_D,clear,0,25.3,4.4
15,2,4,Zone_D,clear,1,22.8,14.2
6,1,10,Zone_B,fog,0,24.0,165.4
3,3,6,Zone_A,clear,0,14.9,148.1
22,6,1,Zone_C,clear,0,27.0,31.9
18,0,6,Zone_C,clear,0,20.6,43.7
11,5,1,Zone_B,clear,0,33.2,107.9
14,5,1,Zone_A,clear,0,15.8,37.4
10,1,11,Zone_C,clear,0,15.0,154.1
4,6,3,Zone_B,clear,0,41.1,143.6
4,6,10,Zone_C,clear,0,33.7,165.9
14,1,10,Zone_D,clear,0,8.4,83.6
17,0,4,Zone_D,clear,0,30.2,25.2
10,5,2,Zone_B,rain,0,28.6,96.6
11,3,6,Zone_A,fog,0,26.9,94.8
1,2,10,Zone_D,snow,0,35.7,68.6
19,6,11,Zone_A,rain,1,28.9,0.0
14,0,5,Zone_A,fog,0,21.6,17.1
19,4,8,Zone_C,clear,0,46.9,23.3
3,5,11,Zone_B,rain,0,20.0,102.1
21,6,2,Zone_B,clear,0,25.9,21.6
17,1,7,Zone_B,clear,0,15.4,44.3
5,4,4,Zone_C,rain,0,33.7,180.6
22,3,4,Zone_D,snow,0,21.6,18.8
18,5,4,Zone_C,rain,0,20.5,0.0
10,5,11,Zone_D,clear,0,24.3,107.9
23,2,4,Zone_B,snow,0,22.8,28.6
1,2,2,Zone_B,rain,0,32.0,114.7
7,2,3,Zone_D,clear,0,21.8,184.7
10,5,8,Zone_D,clear,0,19.0,138.3
4,6,10,Zone_B,rain,0,24.5,135.7
17,6,5,Zone_D,clear,1,19.0,0.0
22,4,10,Zone_A,snow,0,22.2,27.0
17,6,5,Zone_D,rain,0,17.9,0.0
13,3,5,Zone_B,rain,0,20.5,39.2
21,4,7,Zone_A,rain,0,19.7,54.5
9,5,9,Zone_C,clear,0,11.9,123.8
2,1,1,Zone_A,clear,0,28.8,142.4
8,2,2,Zone_D,rain,0,25.3,178.4
2,3,8,Zone_C,fog,0,5.4,93.2
10,4,8,Zone_C,clear,0,30.7,176.0
11,6,11,Zone_A,fog,0,14.1,97.2
11,4,11,Zone_B,clear,0,20.4,133.1
2,6,4,Zone_D,snow,0,26.3,92.4
20,4,12,Zone_B,rain,0,26.2,22.9
6,4,3,Zone_A,snow,0,33.4,154.5
13,5,1,Zone_C,clear,0,20.4,59.4
23,4,2,Zone_C,rain,0,33.6,81.7
10,1,3,Zone_D,rain,0,21.6,136.2
6,2,3,Zone_D,rain,0,31.2,171.8
20,6,1,Zone_C,clear,1,25.0,0.0
9,4,4,Zone_B,clear,0,21.5,193.5
10,1,5,Zone_A,fog,0,28.9,128.6
14,5,2,Zone_C,clear,0,9.2,36.9
18,6,8,Zone_B,clear,0,33.7,7.4
15,3,7,Zone_B,clear,0,28.8,76.5
21,3,7,Zone_A,rain,0,17.5,26.1
20,5,9,Zone_B,clear,0,17.6,1.0
19,1,12,Zone_A,rain,0,18.2,46.7
11,6,8,Zone_D,clear,0,22.2,105.8
17,1,2,Zone_A,rain,0,33.9,24.2
22,6,8,Zone_A,clear,0,16.1,34.8
12,1,10,Zone_C,rain,0,20.3,93.4
4,3,1,Zone_A,clear,0,46.6,187.0
3,4,10,Zone_A,rain,0,8.3,164.5
13,6,12,Zone_A,clear,0,30.5,93.0
7,6,11,Zone_B,snow,0,32.8,115.4
8,2,12,Zone_D,clear,0,10.7,189.2
18,4,9,Zone_D,fog,0,21.7,1.2
2,6,10,Zone_A,snow,0,21.1,64.0
4,0,3,Zone_C,rain,0,31.7,155.2
20,1,7,Zone_D,clear,0,19.5,43.1
17,4,5,Zone_A,fog,0,23.9,10.6
0,2,4,Zone_B,fog,0,29.4,93.4
7,4,6,Zone_D,clear,1,20.4,162.6
18,0,8,Zone_B,snow,0,25.2,0.0
16,0,5,Zone_A,rain,0,34.1,36.9
16,4,9,Zone_A,clear,0,7.9,39.6
10,5,9,Zone_B,rain,0,18.1,90.4
1,5,8,Zone_A,clear,1,15.9,71.5
5,5,11,Zone_D,clear,0,40.8,144.3
21,2,2,Zone_A,clear,0,30.6,52.7
13,4,5,Zone_D,rain,0,23.8,84.4
2,1,8,Zone_D,rain,0,9.6,144.2
11,2,6,Zone_B,snow,0,19.1,93.8
3,3,3,Zone_B,rain,0,16.6,150.9
11,2,10,Zone_D,rain,1,33.9,94.4
12,4,5,Zone_D,clear,0,15.1,92.7
1,4,9,Zone_C,clear,0,24.0,136.7
1,3,9,Zone_C,rain,0,17.6,104.1
14,0,12,Zone_A,clear,1,22.0,45.0
22,4,2,Zone_D,clear,0,20.7,74.3
16,0,2,Zone_B,clear,1,11.0,3.0
6,0,2,Zone_D,rain,0,13.8,180.7
13,1,3,Zone_D,clear,0,20.7,81.5
11,5,5,Zone_A,rain,0,23.3,79.4
16,0,12,Zone_B,rain,1,21.8,0.0
13,2,10,Zone_A,snow,0,15.2,42.5
5,5,7,Zone_D,clear,0,26.8,146.1
18,0,12,Zone_B,clear,0,17.2,33.1
23,5,3,Zone_C,rain,0,24.5,39.9
5,6,1,Zone_C,clear,0,17.6,188.5
17,6,4,Zone_D,clear,0,26.1,22.7
23,1,7,Zone_C,clear,0,35.8,88.3
4,4,3,Zone_C,clear,0,13.4,192.4
23,4,8,Zone_D,clear,0,20.9,97.2
23,3,11,Zone_B,clear,0,19.3,75.7
5,0,4,Zone_D,clear,0,33.0,174.8
1,2,10,Zone_D,clear,0,15.6,127.2
7,6,11,Zone_A,clear,0,25.5,164.3
14,6,9,Zone_D,clear,0,24.8,30.8
14,3,3,Zone_A,clear,0,24.8,58.1
10,3,5,Zone_D,rain,0,6.3,141.8
21,6,9,Zone_B,rain,0,7.3,16.8
21,1,12,Zone_C,clear,0,29.3,86.1
23,4,10,Zone_B,clear,0,23.0,87.4
0,0,9,Zone_C,clear,0,34.8,124.0
17,5,7,Zone_A,fog,0,20.5,0.0
11,5,12,Zone_C,rain,0,20.8,100.6
11,0,9,Zone_B,clear,0,22.7,145.6
10,4,8,Zone_C,fog,0,19.4,132.1
7,5,10,Zone_B,fog,0,22.8,124.5
6,1,8,Zone_B,snow,1,17.3,109.3
22,6,3,Zone_C,clear,0,27.1,28.2
20,1,3,Zone_D,clear,0,28.4,31.2
1,1,10,Zone_B,snow,0,23.5,99.6
10,2,2,Zone_B,rain,0,36.6,151.7
21,0,1,Zone_A,snow,0,26.2,34.5
9,6,11,Zone_A,clear,0,23.2,119.2
2,1,3,Zone_C,rain,1,21.1,92.7
19,1,10,Zone_D,clear,0,28.3,15.5
9,4,4,Zone_D,clear,0,19.8,184.3
17,3,4,Zone_B,snow,0,15.1,0.0
13,3,5,Zone_B,clear,0,21.7,96.8
17,3,10,Zone_A,clear,0,25.5,23.2
23,0,8,Zone_D,clear,0,24.3,67.4
7,2,7,Zone_A,clear,0,31.4,188.2
9,0,6,Zone_A,clear,0,29.8,188.9
21,5,5,Zone_C,clear,0,27.7,19.1
12,4,10,Zone_B,rain,0,20.8,77.1
20,1,10,Zone_D,snow,0,19.6,2.9
7,0,10,Zone_B,clear,1,19.8,169.7
3,3,11,Zone_C,clear,0,26.4,163.8
3,2,6,Zone_A,rain,0,25.9,172.6
4,4,11,Zone_D,rain,0,24.3,174.0
0,1,9,Zone_A,clear,0,33.3,115.4
16,6,8,Zone_A,clear,0,20.4,0.0
1,2,8,Zone_A,clear,0,11.8,152.7
7,0,6,Zone_D,rain,0,28.8,177.2
6,0,1,Zone_C,clear,1,13.4,150.9
14,2,1,Zone_A,snow,0,34.4,43.8
4,2,5,Zone_C,clear,0,38.4,184.6
1,1,8,Zone_A,rain,1,20.3,64.9
6,6,5,Zone_A,clear,0,16.8,158.0
7,3,7,Zone_A,clear,0,29.9,171.6
6,6,2,Zone_A,clear,0,25.4,152.9
6,6,11,Zone_B,clear,0,8.7,164.9
13,2,7,Zone_A,clear,1,34.2,56.8
20,1,5,Zone_A,fog,1,23.4,0.0
17,2,12,Zone_B,clear,0,19.8,19.5
5,5,10,Zone_A,clear,0,18.1,139.4
3,2,3,Zone_D,rain,0,19.7,158.0
9,5,1,Zone_B,clear,0,27.9,124.1
17,3,12,Zone_D,snow,0,18.0,0.0
11,1,12,Zone_B,clear,0,14.4,120.9
15,0,9,Zone_B,rain,0,21.7,35.0
6,1,10,Zone_A,rain,0,19.4,180.7
5,1,7,Zone_C,clear,0,8.7,183.4
4,1,8,Zone_D,clear,1,18.1,138.6
2,3,10,Zone_A,clear,0,27.3,154.9
11,3,10,Zone_D,clear,0,17.4,130.0
14,4,4,Zone_C,rain,0,32.8,35.0
9,5,3,Zone_D,clear,0,27.8,167.0
19,0,5,Zone_B,clear,0,14.4,45.6
18,3,1,Zone_C,clear,0,26.8,11.0
15,5,6,Zone_C,fog,0,22.7,0.0
10,3,12,Zone_D,clear,0,16.7,156.4
7,1,1,Zone_B,fog,0,21.3,155.8
2,1,12,Zone_D,clear,0,15.8,158.4
22,5,8,Zone_C,clear,0,17.2,48.5
6,2,5,Zone_B,clear,0,15.1,179.6
22,2,12,Zone_C,clear,0,26.7,89.9
6,2,10,Zone_D,clear,0,26.4,185.3
13,5,12,Zone_B,rain,0,20.8,29.1
1,3,7,Zone_B,clear,0,20.3,148.2
9,2,4,Zone_A,clear,0,15.5,158.3
18,0,5,Zone_D,clear,0,24.4,36.6
8,5,2,Zone_D,clear,0,15.3,163.7
15,2,7,Zone_B,clear,0,24.3,41.4
18,4,9,Zone_D,rain,0,7.9,30.1
17,4,7,Zone_D,clear,0,29.3,43.3
8,1,4,Zone_A,clear,0,20.6,174.0
15,3,8,Zone_B,fog,0,30.8,47.5
12,5,11,Zone_D,clear,0,13.6,96.7
9,4,11,Zone_B,clear,1,30.2,131.0
19,0,6,Zone_D,clear,0,27.0,39.0
13,1,6,Zone_D,rain,0,13.9,59.8
11,4,3,Zone_A,clear,0,20.1,125.7
18,6,12,Zone_A,clear,0,24.7,0.0
6,2,11,Zone_C,fog,0,26.9,152.3
22,4,2,Zone_A,rain,0,21.8,40.8
14,4,3,Zone_A,clear,0,24.4,56.9
15,1,11,Zone_B,clear,1,22.5,28.5
7,3,12,Zone_C,clear,0,18.3,168.2
9,2,7,Zone_D,snow,0,19.5,125.6
3,2,3,Zone_D,clear,0,17.7,165.5
18,6,7,Zone_B,snow,0,29.5,0.0
18,2,3,Zone_D,clear,1,19.3,22.5
20,2,4,Zone_C,clear,0,23.0,45.9
14,3,11,Zone_D,clear,0,18.4,57.3
13,2,5,Zone_A,fog,0,24.8,42.9
0,3,2,Zone_A,clear,0,16.8,99.1
15,1,5,Zone_C,rain,0,22.5,38.1
9,0,11,Zone_A,rain,0,20.4,163.9
18,3,10,Zone_D,clear,0,18.2,41.5
21,2,6,Zone_D,snow,0,9.1,1.8
2,1,9,Zone_B,rain,0,19.9,136.2
4,1,10,Zone_B,clear,0,29.4,184.6
8,4,4,Zone_C,snow,0,29.9,110.3
17,4,10,Zone_D,clear,0,31.6,37.1
10,0,5,Zone_D,clear,0,24.5,155.5
15,0,4,Zone_B,clear,0,24.6,44.8
1,4,5,Zone_B,rain,0,23.8,137.7
11,5,1,Zone_B,snow,0,25.7,61.1
21,4,11,Zone_C,clear,0,28.2,61.9
5,1,8,Zone_C,clear,0,16.5,207.6
10,6,9,Zone_D,snow,0,11.3,80.2
7,6,3,Zone_D,rain,0,19.5,152.8
11,3,10,Zone_D,clear,0,25.3,118.5
1,4,3,Zone_C,clear,0,27.5,152.8
8,2,9,Zone_D,clear,0,18.4,172.1
14,3,12,Zone_C,clear,0,21.6,56.9
1,5,9,Zone_C,clear,0,15.9,111.1
0,3,7,Zone_D,clear,0,20.1,108.1
9,2,5,Zone_B,rain,0,26.7,135.7
1,6,1,Zone_D,snow,0,29.4,69.4
11,2,9,Zone_A,snow,0,15.8,95.6
22,2,12,Zone_C,rain,0,14.6,52.7
7,1,6,Zone_B,clear,0,16.2,186.7
4,6,3,Zone_C,clear,0,37.4,147.3
21,4,5,Zone_C,fog,0,26.1,36.5
0,5,11,Zone_A,rain,0,34.3,89.8
14,4,9,Zone_D,clear,0,19.8,42.9
5,1,1,Zone_C,clear,0,41.7,174.2
11,6,10,Zone_C,rain,1,26.6,39.2
7,3,1,Zone_B,clear,0,33.6,186.0
12,1,10,Zone_A,clear,0,16.6,102.9
18,4,4,Zone_B,rain,0,21.7,24.7
0,0,6,Zone_C,clear,0,8.8,111.6
10,1,3,Zone_D,rain,0,22.8,131.6
19,0,3,Zone_A,clear,0,25.3,23.5
0,0,4,Zone_B,fog,1,25.7,60.1
7,5,12,Zone_C,fog,0,33.8,146.4
4,2,1,Zone_A,clear,0,33.4,178.6
16,2,5,Zone_B,rain,0,20.9,34.1
7,2,8,Zone_D,clear,0,23.1,189.4
9,0,6,Zone_A,clear,0,8.0,172.5
1,4,3,Zone_B,clear,0,29.0,126.6
8,2,4,Zone_D,rain,0,36.4,164.9
23,5,5,Zone_D,clear,0,7.6,54.3
22,2,11,Zone_A,clear,0,25.2,41.8
2,3,5,Zone_A,rain,0,19.8,138.9
17,5,2,Zone_C,rain,0,22.9,9.0
6,0,3,Zone_C,clear,0,11.9,183.9
14,0,10,Zone_C,clear,0,33.6,81.1
20,2,8,Zone_A,clear,0,31.3,39.7
21,3,1,Zone_A,clear,0,22.1,39.4
19,3,4,Zone_C,clear,0,16.6,47.6
17,1,2,Zone_A,clear,0,20.3,16.1
2,1,9,Zone_C,rain,0,28.0,154.1
22,2,11,Zone_B,rain,0,9.4,58.0
13,5,12,Zone_C,rain,0,14.7,41.9
23,0,7,Zone_D,fog,0,11.2,57.0
1,5,6,Zone_C,clear,0,31.4,86.3
13,3,4,Zone_A,fog,0,17.3,56.0
21,3,1,Zone_B,clear,0,19.6,72.9
10,3,9,Zone_A,fog,0,12.8,119.5
15,0,3,Zone_B,clear,0,17.5,54.6
7,6,3,Zone_D,rain,0,25.3,124.3
6,1,6,Zone_B,rain,0,15.0,176.6
10,6,6,Zone_D,snow,0,22.9,83.9
2,2,11,Zone_D,clear,0,30.3,143.7
16,1,4,Zone_C,fog,0,26.4,7.4
13,3,5,Zone_C,clear,0,23.5,87.4
5,5,5,Zone_A,fog,0,24.5,108.3
7,5,11,Zone_A,clear,0,22.5,171.8
21,3,6,Zone_A,clear,0,18.6,71.0
4,0,3,Zone_C,clear,0,24.3,186.4
7,6,11,Zone_D,clear,0,35.1,152.0
1,0,9,Zone_D,clear,0,15.3,123.1
14,6,7,Zone_D,rain,0,23.9,47.3
11,6,4,Zone_D,clear,0,25.7,121.4
16,0,3,Zone_B,clear,0,29.2,42.3
0,2,12,Zone_A,snow,0,17.4,68.3
14,4,10,Zone_A,clear,0,25.6,92.2
13,5,7,Zone_C,fog,0,19.0,28.6
19,6,11,Zone_B,clear,0,9.6,7.8
21,4,5,Zone_B,clear,0,21.6,61.2
15,5,2,Zone_C,clear,0,28.6,14.2
8,6,6,Zone_C,fog,0,20.6,137.8
0,6,3,Zone_B,clear,0,13.5,68.0
16,6,7,Zone_A,clear,0,7.0,1.2
12,2,10,Zone_C,snow,0,8.8,55.0
20,5,5,Zone_C,clear,0,17.8,29.0
20,2,7,Zone_B,clear,0,22.8,41.5
4,2,4,Zone_C,clear,0,20.1,168.6
9,1,12,Zone_C,clear,0,28.7,155.7
5,5,1,Zone_A,rain,0,23.2,142.5
23,2,1,Zone_D,clear,0,10.1,54.1
18,1,7,Zone_B,rain,0,19.8,24.6
12,5,11,Zone_A,clear,0,24.2,85.9
0,0,9,Zone_B,snow,0,31.7,78.0
19,5,6,Zone_C,snow,0,10.2,0.0
14,3,3,Zone_C,clear,0,10.2,68.6
13,4,9,Zone_D,rain,0,19.0,57.9
7,3,9,Zone_A,snow,0,28.3,148.9
9,4,12,Zone_A,fog,0,30.9,147.5
8,0,1,Zone_A,snow,1,25.5,123.7
16,4,10,Zone_D,snow,0,25.0,9.3
8,0,5,Zone_B,fog,0,22.9,166.7
2,5,3,Zone_A,clear,0,29.5,117.9
10,3,9,Zone_B,rain,0,29.8,118.9
11,1,7,Zone_D,clear,0,40.1,130.5
9,5,4,Zone_C,rain,0,23.7,128.2
16,6,5,Zone_B,clear,0,22.0,12.8
16,5,9,Zone_B,rain,0,22.7,1.3
10,4,12,Zone_D,clear,0,18.2,143.8
21,6,4,Zone_C,clear,0,24.8,16.0
3,6,7,Zone_C,fog,0,26.6,128.7
6,5,5,Zone_C,fog,0,17.3,128.6
20,2,1,Zone_C,rain,0,16.8,20.2
13,1,11,Zone_A,clear,0,21.1,87.0
6,1,1,Zone_C,rain,1,20.5,162.1
23,0,6,Zone_B,clear,0,24.8,67.8
7,3,2,Zone_D,clear,0,12.9,183.3
0,2,11,Zone_B,fog,0,6.3,70.3
23,3,5,Zone_C,fog,0,23.1,78.2
21,6,2,Zone_B,clear,0,22.7,23.3
3,6,10,Zone_B,clear,0,26.9,141.5
11,3,1,Zone_A,snow,0,23.7,70.0
23,1,8,Zone_A,clear,0,29.1,86.6
2,2,4,Zone_B,rain,0,1.8,132.8
12,4,10,Zone_C,fog,0,12.3,82.2
19,6,5,Zone_D,snow,0,36.6,0.0
5,2,6,Zone_C,clear,0,19.6,185.4
10,0,6,Zone_D,rain,0,19.9,147.1
22,5,4,Zone_D,clear,0,25.0,40.6
3,1,2,Zone_A,clear,0,26.2,172.2
19,2,12,Zone_B,clear,0,23.0,33.9
15,0,2,Zone_C,clear,0,18.7,58.2
6,4,1,Zone_C,clear,1,24.1,173.4
21,3,5,Zone_C,clear,1,29.9,41.5
10,3,6,Zone_B,clear,0,32.4,165.3
23,0,12,Zone_D,rain,1,12.2,39.6
0,1,10,Zone_A,clear,0,16.8,98.7
6,3,2,Zone_C,clear,0,17.4,203.0
